created_at;";data;;;;data_payload;;;;;vazao";
09/10/17;"03:22:49.360988-03;2017-10-09 03:22;03:22;12:00:00";"AM;0;0b00991f;00991f;39199;0;0;0"
09/10/17;"03:22:44.984431-03;2017-10-09 03:22;03:22;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
09/10/17;"03:15:14.340075-03;2017-10-09 03:15;03:15;12:31:00";"AM;31;0b00991f;00991f;39199;0;0;0"
09/10/17;"02:44:45.437717-03;2017-10-09 02:44;02:44;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
09/10/17;"02:37:19.061031-03;2017-10-09 02:37;02:37;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
09/10/17;"02:29:43.983236-03;2017-10-09 02:29;02:29;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
09/10/17;"02:22:17.704585-03;2017-10-09 02:22;02:22;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
09/10/17;"02:14:25.031199-03;2017-10-09 02:14;02:14;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
09/10/17;"02:07:03.174132-03;2017-10-09 02:07;02:07;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
09/10/17;"01:59:28.066134-03;2017-10-09 01:59;01:59;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
09/10/17;"01:52:01.853723-03;2017-10-09 01:52;01:52;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
09/10/17;"01:44:09.164939-03;2017-10-09 01:44;01:44;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
09/10/17;"01:36:29.646651-03;2017-10-09 01:36;01:36;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
09/10/17;"01:29:21.026443-03;2017-10-09 01:29;01:29;12:16:00";"AM;16;0b00991f;00991f;39199;0;0;0"
09/10/17;"01:13:44.60843-03;2017-10-09 01:13;01:13;12:15:00";"AM;15;0b00991f;00991f;39199;0;0;0"
09/10/17;"00:58:47.67427-03;2017-10-09 00:58;00:58;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
09/10/17;"00:51:17.025966-03;2017-10-09 00:51;00:51;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
09/10/17;"00:43:33.156507-03;2017-10-09 00:43;00:43;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
09/10/17;"00:35:49.252827-03;2017-10-09 00:35;00:35;12:22:00";"AM;22;0b00991f;00991f;39199;0;0;0"
09/10/17;"00:13:30.552492-03;2017-10-09 00:13;00:13;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
09/10/17;"00:05:46.743924-03;2017-10-09 00:05;00:05;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"23:58:11.698181-03;2017-10-08 23:58;23:58;12:16:00";"AM;16;0b00991f;00991f;39199;0;0;0"
08/10/17;"23:42:52.838735-03;2017-10-08 23:42;23:42;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"23:35:22.163493-03;2017-10-08 23:35;23:35;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"23:27:51.514641-03;2017-10-08 23:27;23:27;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"23:20:20.857842-03;2017-10-08 23:20;23:20;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"23:12:36.985493-03;2017-10-08 23:12;23:12;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"23:04:57.493896-03;2017-10-08 23:04;23:04;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"22:57:13.601189-03;2017-10-08 22:57;22:57;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"22:49:51.677486-03;2017-10-08 22:49;22:49;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"22:42:12.240855-03;2017-10-08 22:42;22:42;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"22:34:28.26272-03;2017-10-08 22:34;22:34;12:15:00";"AM;15;0b00991f;00991f;39199;0;0;0"
08/10/17;"22:19:22.538424-03;2017-10-08 22:19;22:19;12:15:00";"AM;15;0b00991f;00991f;39199;0;0;0"
08/10/17;"22:04:21.183608-03;2017-10-08 22:04;22:04;12:16:00";"AM;16;0b00991f;00991f;39199;0;0;0"
08/10/17;"21:48:57.852167-03;2017-10-08 21:48;21:48;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"21:41:31.532505-03;2017-10-08 21:41;21:41;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"21:33:47.633665-03;2017-10-08 21:33;21:33;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"21:26:12.558165-03;2017-10-08 21:26;21:26;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"21:18:55.036434-03;2017-10-08 21:18;21:18;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"21:11:24.325593-03;2017-10-08 21:11;21:11;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"21:03:49.267213-03;2017-10-08 21:03;21:03;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"20:56:09.807701-03;2017-10-08 20:56;20:56;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"20:48:39.138223-03;2017-10-08 20:48;20:48;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"20:40:46.55519-03;2017-10-08 20:40;20:40;12:15:00";"AM;15;0b00991f;00991f;39199;0;0;0"
08/10/17;"20:25:36.372811-03;2017-10-08 20:25;20:25;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"20:17:56.934809-03;2017-10-08 20:17;20:17;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"20:10:21.82325-03;2017-10-08 20:10;20:10;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"20:02:46.624305-03;2017-10-08 20:02;20:02;12:15:00";"AM;15;0b00991f;00991f;39199;0;0;0"
08/10/17;"19:47:45.247341-03;2017-10-08 19:47;19:47;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"19:40:10.138727-03;2017-10-08 19:40;19:40;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"19:32:26.286472-03;2017-10-08 19:32;19:32;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"19:24:55.491057-03;2017-10-08 19:24;19:24;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"19:17:24.769-03;2017-10-08 19:17;19:17;12:15:00 AM";";15;0b00991f;00991f;39199;0;0;0"
08/10/17;"19:02:10.208931-03;2017-10-08 19:02;19:02;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"18:54:39.538885-03;2017-10-08 18:54;18:54;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"18:46:55.547071-03;2017-10-08 18:46;18:46;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"18:39:29.223977-03;2017-10-08 18:39;18:39;12:15:00";"AM;15;0b00991f;00991f;39199;0;0;0"
08/10/17;"18:24:10.287984-03;2017-10-08 18:24;18:24;12:15:00";"AM;15;0b00991f;00991f;39199;0;0;0"
08/10/17;"18:09:00.111354-03;2017-10-08 18:09;18:09;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"18:01:24.960975-03;2017-10-08 18:01;18:01;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"17:54:11.821778-03;2017-10-08 17:54;17:54;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"17:46:32.349397-03;2017-10-08 17:46;17:46;12:15:00";"AM;15;0b00991f;00991f;39199;0;0;0"
08/10/17;"17:31:22.22184-03;2017-10-08 17:31;17:31;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"17:23:51.602407-03;2017-10-08 17:23;17:23;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"17:16:16.450043-03;2017-10-08 17:16;17:16;12:16:00";"AM;16;0b00991f;00991f;39199;0;0;0"
08/10/17;"17:00:48.703565-03;2017-10-08 17:00;17:00;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"16:53:22.434514-03;2017-10-08 16:53;16:53;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"16:45:47.273023-03;2017-10-08 16:45;16:45;12:15:00";"AM;15;0b00991f;00991f;39199;0;0;0"
08/10/17;"16:30:45.920011-03;2017-10-08 16:30;16:30;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"16:22:48.856856-03;2017-10-08 16:22;16:22;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"16:15:22.501364-03;2017-10-08 16:15;16:15;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"16:08:05.054735-03;2017-10-08 16:08;16:08;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"16:00:03.686744-03;2017-10-08 16:00;16:00;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"15:52:55.011742-03;2017-10-08 15:52;15:52;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"15:45:20.001854-03;2017-10-08 15:45;15:45;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"15:37:36.159166-03;2017-10-08 15:37;15:37;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"15:30:01.095056-03;2017-10-08 15:30;15:30;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"15:22:08.415966-03;2017-10-08 15:22;15:22;12:15:00";"AM;15;0b00991f;00991f;39199;0;0;0"
08/10/17;"15:07:02.66164-03;2017-10-08 15:07;15:07;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"14:59:36.362919-03;2017-10-08 14:59;14:59;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"14:51:56.93885-03;2017-10-08 14:51;14:51;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"14:44:12.972208-03;2017-10-08 14:44;14:44;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"14:36:46.647806-03;2017-10-08 14:36;14:36;12:15:00";"AM;15;0b00991f;00991f;39199;0;0;0"
08/10/17;"14:21:36.551494-03;2017-10-08 14:21;14:21;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"14:14:01.464861-03;2017-10-08 14:14;14:14;12:23:00";"AM;23;0b00991f;00991f;39199;0;0;0"
08/10/17;"13:51:07.584022-03;2017-10-08 13:51;13:51;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"13:43:36.821909-03;2017-10-08 13:43;13:43;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"13:36:14.932796-03;2017-10-08 13:36;13:36;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"13:28:39.886521-03;2017-10-08 13:28;13:28;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"13:20:56.039358-03;2017-10-08 13:20;13:20;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"13:13:29.765084-03;2017-10-08 13:13;13:13;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"13:05:41.518425-03;2017-10-08 13:05;13:05;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"12:58:24.096009-03;2017-10-08 12:58;12:58;12:15:00";"AM;15;0b00991f;00991f;39199;0;0;0"
08/10/17;"12:43:05.188915-03;2017-10-08 12:43;12:43;12:16:00";"AM;16;0b00991f;00991f;39199;0;0;0"
08/10/17;"12:27:41.947648-03;2017-10-08 12:27;12:27;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"12:20:33.173736-03;2017-10-08 12:20;12:20;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"12:12:44.9657-03;2017-10-08 12:12;12:12;12:08:00 A";"M;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"12:04:56.700294-03;2017-10-08 12:04;12:04;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"11:57:21.609079-03;2017-10-08 11:57;11:57;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"11:49:46.51358-03;2017-10-08 11:49;11:49;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"11:42:24.630473-03;2017-10-08 11:42;11:42;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"11:34:58.435206-03;2017-10-08 11:34;11:34;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"11:27:01.375924-03;2017-10-08 11:27;11:27;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"11:19:35.119234-03;2017-10-08 11:19;11:19;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"11:11:51.314301-03;2017-10-08 11:11;11:11;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"11:04:29.416369-03;2017-10-08 11:04;11:04;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"10:56:45.644034-03;2017-10-08 10:56;10:56;12:15:00";"AM;15;0b00991f;00991f;39199;0;0;0"
08/10/17;"10:41:48.825452-03;2017-10-08 10:41;10:41;12:15:00";"AM;15;0b00991f;00991f;39199;0;0;0"
08/10/17;"10:26:21.332919-03;2017-10-08 10:26;10:26;12:15:00";"AM;15;0b00991f;00991f;39199;0;0;0"
08/10/17;"10:11:24.470939-03;2017-10-08 10:11;10:11;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"10:03:45.116354-03;2017-10-08 10:03;10:03;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"09:56:05.583355-03;2017-10-08 09:56;09:56;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"09:48:52.554634-03;2017-10-08 09:48;09:48;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"09:40:51.209272-03;2017-10-08 09:40;09:40;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"09:33:24.968807-03;2017-10-08 09:33;09:33;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"09:25:49.978523-03;2017-10-08 09:25;09:25;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"09:18:28.208557-03;2017-10-08 09:18;09:18;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"09:10:35.675844-03;2017-10-08 09:10;09:10;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"09:03:05.064242-03;2017-10-08 09:03;09:03;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"08:55:21.465372-03;2017-10-08 08:55;08:55;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"08:47:46.480128-03;2017-10-08 08:47;08:47;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"08:40:11.398826-03;2017-10-08 08:40;08:40;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"08:32:40.763105-03;2017-10-08 08:32;08:32;12:15:00";"AM;15;0b00991f;00991f;39199;0;0;0"
08/10/17;"08:17:30.793322-03;2017-10-08 08:17;08:17;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"08:09:51.365364-03;2017-10-08 08:09;08:09;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"08:02:25.113044-03;2017-10-08 08:02;08:02;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"07:55:07.714376-03;2017-10-08 07:55;07:55;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"07:47:19.642732-03;2017-10-08 07:47;07:47;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"07:39:35.807289-03;2017-10-08 07:39;07:39;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"07:32:14.008644-03;2017-10-08 07:32;07:32;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"07:24:30.218937-03;2017-10-08 07:24;07:24;12:15:00";"AM;15;0b00991f;00991f;39199;0;0;0"
08/10/17;"07:09:33.443608-03;2017-10-08 07:09;07:09;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"07:01:58.484039-03;2017-10-08 07:01;07:01;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"06:54:19.121545-03;2017-10-08 06:54;06:54;12:15:00";"AM;15;0b00991f;00991f;39199;0;0;0"
08/10/17;"06:39:18.009033-03;2017-10-08 06:39;06:39;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"06:31:21.02657-03;2017-10-08 06:31;06:31;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"06:23:50.379478-03;2017-10-08 06:23;06:23;12:15:00";"AM;15;0b00991f;00991f;39199;0;0;0"
08/10/17;"06:08:31.558829-03;2017-10-08 06:08;06:08;12:08:00";"AM;8;0b00991f;00991f;39199;0;0;0"
08/10/17;"06:00:56.497477-03;2017-10-08 06:00;06:00;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"05:53:34.656537-03;2017-10-08 05:53;05:53;12:07:00";"AM;7;0b00991f;00991f;39199;0;0;0"
08/10/17;"05:46:04.072327-03;2017-10-08 05:46;05:46;12:08:00";"AM;8;0b00991f;00991f;39199;1;0,125;0,125"
08/10/17;"05:38:15.13606-03;2017-10-08 05:38;05:38;12:08:00";"AM;8;0b00991e;00991e;39198;0;0;0"
08/10/17;"05:30:48.872277-03;2017-10-08 05:30;05:30;12:07:00";"AM;7;0b00991e;00991e;39198;1;0,142857143;0,142857143"
08/10/17;"05:23:16.624818-03;2017-10-08 05:23;05:23;12:00:00";"AM;0;0b00991d;00991d;39197;0;0,14285714;0,14285714"
08/10/17;"05:23:07.854245-03;2017-10-08 05:23;05:23;12:23:00";"AM;23;0b00991d;00991d;39197;2;0,086956522;0,086956522"
08/10/17;"05:00:38.049761-03;2017-10-08 05:00;05:00;12:08:00";"AM;8;0b00991b;00991b;39195;0;0;0"
08/10/17;"04:52:58.63582-03;2017-10-08 04:52;04:52;12:14:00";"AM;14;0b00991b;00991b;39195;1;0,071428571;0,071428571"
08/10/17;"04:38:00.432442-03;2017-10-08 04:38;04:38;12:08:00";"AM;8;0b00991a;00991a;39194;1;0,125;0,125"
08/10/17;"04:30:11.641245-03;2017-10-08 04:30;04:30;12:08:00";"AM;8;0b009919;009919;39193;0;0;0"
08/10/17;"04:22:49.834139-03;2017-10-08 04:22;04:22;12:07:00";"AM;7;0b009919;009919;39193;1;0,142857143;0,142857143"
08/10/17;"04:15:16.901786-03;2017-10-08 04:15;04:15;12:16:00";"AM;16;0b009918;009918;39192;0;0;0"
08/10/17;"03:59:58.059114-03;2017-10-08 03:59;03:59;12:07:00";"AM;7;0b009918;009918;39192;0;0;0"
08/10/17;"03:52:36.211825-03;2017-10-08 03:52;03:52;12:08:00";"AM;8;0b009918;009918;39192;0;0;0"
08/10/17;"03:44:43.56918-03;2017-10-08 03:44;03:44;12:07:00";"AM;7;0b009918;009918;39192;0;0;0"
08/10/17;"03:37:30.506355-03;2017-10-08 03:37;03:37;12:08:00";"AM;8;0b009918;009918;39192;0;0;0"
08/10/17;"03:29:46.71737-03;2017-10-08 03:29;03:29;12:07:00";"AM;7;0b009918;009918;39192;0;0;0"
08/10/17;"03:22:20.478184-03;2017-10-08 03:22;03:22;12:08:00";"AM;8;0b009918;009918;39192;0;0;0"
08/10/17;"03:14:45.458381-03;2017-10-08 03:14;03:14;12:07:00";"AM;7;0b009918;009918;39192;1;0,142857143;0,142857143"
08/10/17;"03:07:12.542128-03;2017-10-08 03:07;03:07;12:23:00";"AM;23;0b009917;009917;39191;4;0,173913043;0,173913043"
08/10/17;"02:44:06.699971-03;2017-10-08 02:44;02:44;12:08:00";"AM;8;0b009913;009913;39187;1;0,125;0,125"
08/10/17;"02:36:38.844058-03;2017-10-08 02:36;02:36;12:07:00";"AM;7;0b009912;009912;39186;1;0,142857143;0,142857143"
08/10/17;"02:29:11.987898-03;2017-10-08 02:29;02:29;12:08:00";"AM;8;0b009911;009911;39185;1;0,125;0,125"
08/10/17;"02:21:49.524073-03;2017-10-08 02:21;02:21;12:07:00";"AM;7;0b009910;009910;39184;1;0,142857143;0,142857143"
08/10/17;"02:14:05.174186-03;2017-10-08 02:14;02:14;12:08:00";"AM;8;0b00990f;00990f;39183;1;0,125;0,125"
08/10/17;"02:06:28.794006-03;2017-10-08 02:06;02:06;12:08:00";"AM;8;0b00990e;00990e;39182;1;0,125;0,125"
08/10/17;"01:58:55.407945-03;2017-10-08 01:58;01:58;12:07:00";"AM;7;0b00990d;00990d;39181;1;0,142857143;0,142857143"
08/10/17;"01:51:25.084107-03;2017-10-08 01:51;01:51;12:08:00";"AM;8;0b00990c;00990c;39180;0;0;0"
08/10/17;"01:43:45.595295-03;2017-10-08 01:43;01:43;12:07:00";"AM;7;0b00990c;00990c;39180;1;0,142857143;0,142857143"
08/10/17;"01:36:15.569303-03;2017-10-08 01:36;01:36;12:08:00";"AM;8;0b00990b;00990b;39179;1;0,125;0,125"
08/10/17;"01:28:37.575771-03;2017-10-08 01:28;01:28;12:07:00";"AM;7;0b00990a;00990a;39178;1;0,142857143;0,142857143"
08/10/17;"01:21:26.806939-03;2017-10-08 01:21;01:21;12:08:00";"AM;8;0b009909;009909;39177;1;0,125;0,125"
08/10/17;"01:13:44.916922-03;2017-10-08 01:13;01:13;12:07:00";"AM;7;0b009908;009908;39176;1;0,142857143;0,142857143"
08/10/17;"01:06:07.223754-03;2017-10-08 01:06;01:06;12:08:00";"AM;8;0b009907;009907;39175;1;0,125;0,125"
08/10/17;"00:58:29.546112-03;2017-10-08 00:58;00:58;12:07:00";"AM;7;0b009906;009906;39174;1;0,142857143;0,142857143"
08/10/17;"00:51:01.394403-03;2017-10-08 00:51;00:51;12:08:00";"AM;8;0b009905;009905;39173;1;0,125;0,125"
08/10/17;"00:43:38.520292-03;2017-10-08 00:43;00:43;12:07:00";"AM;7;0b009904;009904;39172;1;0,142857143;0,142857143"
08/10/17;"00:36:11.668604-03;2017-10-08 00:36;00:36;12:08:00";"AM;8;0b009903;009903;39171;1;0,125;0,125"
08/10/17;"00:28:26.576846-03;2017-10-08 00:28;00:28;12:08:00";"AM;8;0b009902;009902;39170;1;0,125;0,125"
08/10/17;"00:20:43.203376-03;2017-10-08 00:20;00:20;12:07:00";"AM;7;0b009901;009901;39169;0;0;0"
08/10/17;"00:13:08.09987-03;2017-10-08 00:13;00:13;12:08:00";"AM;8;0b009901;009901;39169;1;0,125;0,125"
08/10/17;"00:05:41.157999-03;2017-10-08 00:05;00:05;12:07:00";"AM;7;0b009900;009900;39168;4;0,571428571;0,571428571"
07/10/17;"23:58:30.417943-03;2017-10-07 23:58;23:58;12:08:00";"AM;8;0b0098fc;0098fc;39164;1;0,125;0,125"
07/10/17;"23:50:32.179899-03;2017-10-07 23:50;23:50;12:15:00";"AM;15;0b0098fb;0098fb;39163;3;0,2;0,2"
07/10/17;"23:35:29.112841-03;2017-10-07 23:35;23:35;12:07:00";"AM;7;0b0098f8;0098f8;39160;1;0,142857143;0,142857143"
07/10/17;"23:28:10.993663-03;2017-10-07 23:28;23:28;12:08:00";"AM;8;0b0098f7;0098f7;39159;2;0,25;0,25"
07/10/17;"23:20:30.497462-03;2017-10-07 23:20;23:20;12:08:00";"AM;8;0b0098f5;0098f5;39157;1;0,125;0,125"
07/10/17;"23:12:54.794763-03;2017-10-07 23:12;23:12;12:14:00";"AM;14;0b0098f4;0098f4;39156;3;0,214285714;0,214285714"
07/10/17;"22:58:00.433916-03;2017-10-07 22:58;22:58;12:08:00";"AM;8;0b0098f1;0098f1;39153;2;0,25;0,25"
07/10/17;"22:50:21.093525-03;2017-10-07 22:50;22:50;12:08:00";"AM;8;0b0098ef;0098ef;39151;2;0,25;0,25"
07/10/17;"22:42:59.649944-03;2017-10-07 22:42;22:42;12:14:00";"AM;14;0b0098ed;0098ed;39149;5;0,357142857;0,357142857"
07/10/17;"22:28:10.087674-03;2017-10-07 22:28;22:28;12:23:00";"AM;23;0b0098e8;0098e8;39144;9;0,391304348;0,391304348"
07/10/17;"22:05:32.56455-03;2017-10-07 22:05;22:05;12:07:00";"AM;7;0b0098df;0098df;39135;3;0,428571429;0,428571429"
07/10/17;"21:58:13.628572-03;2017-10-07 21:58;21:58;12:08:00";"AM;8;0b0098dc;0098dc;39132;3;0,375;0,375"
07/10/17;"21:50:33.035296-03;2017-10-07 21:50;21:50;12:07:00";"AM;7;0b0098d9;0098d9;39129;3;0,428571429;0,428571429"
07/10/17;"21:43:05.64825-03;2017-10-07 21:43;21:43;12:08:00";"AM;8;0b0098d6;0098d6;39126;3;0,375;0,375"
07/10/17;"21:35:46.907825-03;2017-10-07 21:35;21:35;12:07:00";"AM;7;0b0098d3;0098d3;39123;4;0,571428571;0,571428571"
07/10/17;"21:28:10.676119-03;2017-10-07 21:28;21:28;12:08:00";"AM;8;0b0098cf;0098cf;39119;4;0,5;0,5"
07/10/17;"21:20:47.5559-03;2017-10-07 21:20;21:20;12:07:00 A";"M;7;0b0098cb;0098cb;39115;6;0,857142857;0,857142857"
07/10/17;"21:13:24.407528-03;2017-10-07 21:13;21:13;12:08:00";"AM;8;0b0098c5;0098c5;39109;3;0,375;0,375"
07/10/17;"21:05:52.564066-03;2017-10-07 21:05;21:05;12:07:00";"AM;7;0b0098c2;0098c2;39106;6;0,857142857;0,857142857"
07/10/17;"20:58:37.959945-03;2017-10-07 20:58;20:58;12:08:00";"AM;8;0b0098bc;0098bc;39100;4;0,5;0,5"
07/10/17;"20:50:53.005888-03;2017-10-07 20:50;20:50;12:07:00";"AM;7;0b0098b8;0098b8;39096;4;0,571428571;0,571428571"
07/10/17;"20:43:25.604321-03;2017-10-07 20:43;20:43;12:08:00";"AM;8;0b0098b4;0098b4;39092;5;0,625;0,625"
07/10/17;"20:35:58.154364-03;2017-10-07 20:35;20:35;12:07:00";"AM;7;0b0098af;0098af;39087;5;0,714285714;0,714285714"
07/10/17;"20:28:34.997193-03;2017-10-07 20:28;20:28;12:07:00";"AM;7;0b0098aa;0098aa;39082;7;1;1"
07/10/17;"20:21:11.777981-03;2017-10-07 20:21;20:21;12:08:00";"AM;8;0b0098a3;0098a3;39075;4;0,5;0,5"
07/10/17;"20:13:52.769359-03;2017-10-07 20:13;20:13;12:07:00";"AM;7;0b00989f;00989f;39071;5;0,714285714;0,714285714"
07/10/17;"20:06:16.350219-03;2017-10-07 20:06;20:06;12:15:00";"AM;15;0b00989a;00989a;39066;13;0,866666667;0,866666667"
07/10/17;"19:51:37.823583-03;2017-10-07 19:51;19:51;12:07:00";"AM;7;0b00988d;00988d;39053;8;1,142857143;1,142857143"
