created_at;";data;;;;data_payload;;;;;vazao";
02/10/17;"21:12:29.142037-03;2017-10-02 21:12;21:12;12:15:00";"AM;15;0b003507;003507;13575;12;0,8;0,8"
02/10/17;"20:57:24.900577-03;2017-10-02 20:57;20:57;12:07:00";"AM;7;0b0034fb;0034fb;13563;7;1;1"
02/10/17;"20:50:06.023545-03;2017-10-02 20:50;20:50;12:08:00";"AM;8;0b0034f4;0034f4;13556;6;0,75;0,75"
02/10/17;"20:42:38.376904-03;2017-10-02 20:42;20:42;12:07:00";"AM;7;0b0034ee;0034ee;13550;7;1;1"
02/10/17;"20:35:02.127896-03;2017-10-02 20:35;20:35;12:08:00";"AM;8;0b0034e7;0034e7;13543;8;1;1"
02/10/17;"20:27:38.92202-03;2017-10-02 20:27;20:27;12:15:00";"AM;15;0b0034df;0034df;13535;20;1,333333333;1,333333333"
02/10/17;"20:12:38.90762-03;2017-10-02 20:12;20:12;12:07:00";"AM;7;0b0034cb;0034cb;13515;11;1,571428571;1,571428571"
02/10/17;"20:05:19.949775-03;2017-10-02 20:05;20:05;12:08:00";"AM;8;0b0034c0;0034c0;13504;13;1,625;1,625"
02/10/17;"19:57:43.619753-03;2017-10-02 19:57;19:57;12:07:00";"AM;7;0b0034b3;0034b3;13491;13;1,857142857;1,857142857"
02/10/17;"19:50:20.328405-03;2017-10-02 19:50;19:50;12:15:00";"AM;15;0b0034a6;0034a6;13478;30;2;2"
02/10/17;"19:35:24.333971-03;2017-10-02 19:35;19:35;12:08:00";"AM;8;0b003488;003488;13448;17;2,125;2,125"
02/10/17;"19:27:52.149678-03;2017-10-02 19:27;19:27;12:14:00";"AM;14;0b003477;003477;13431;39;2,785714286;2,785714286"
02/10/17;"19:13:00.159512-03;2017-10-02 19:13;19:13;12:15:00";"AM;15;0b003450;003450;13392;55;3,666666667;3,666666667"
02/10/17;"18:58:11.883954-03;2017-10-02 18:58;18:58;12:08:00";"AM;8;0b003419;003419;13337;37;4,625;4,625"
02/10/17;"18:50:38.897023-03;2017-10-02 18:50;18:50;12:07:00";"AM;7;0b0033f4;0033f4;13300;40;5,714285714;5,714285714"
02/10/17;"18:43:10.2118-03;2017-10-02 18:43;18:43;12:08:00 A";"M;8;0b0033cc;0033cc;13260;49;6,125;6,125"
02/10/17;"18:35:36.895856-03;2017-10-02 18:35;18:35;12:07:00";"AM;7;0b00339b;00339b;13211;57;8,142857143;8,142857143"
02/10/17;"18:28:07.639687-03;2017-10-02 18:28;18:28;12:15:00";"AM;15;0b003362;003362;13154;169;11,26666667;11,26666667"
02/10/17;"18:13:02.922666-03;2017-10-02 18:13;18:13;12:08:00";"AM;8;0b0032b9;0032b9;12985;112;14;14"
02/10/17;"18:05:45.192162-03;2017-10-02 18:05;18:05;12:07:00";"AM;7;0b003249;003249;12873;120;17,14285714;17,14285714"
02/10/17;"17:58:05.431251-03;2017-10-02 17:58;17:58;12:08:00";"AM;8;0b0031d1;0031d1;12753;139;17,375;17,375"
02/10/17;"17:50:42.821205-03;2017-10-02 17:50;17:50;12:15:00";"AM;15;0b003146;003146;12614;293;19,53333333;19,53333333"
02/10/17;"17:35:39.77527-03;2017-10-02 17:35;17:35;12:15:00";"AM;15;0b003021;003021;12321;307;20,46666667;20,46666667"
02/10/17;"17:20:27.971481-03;2017-10-02 17:20;17:20;12:08:00";"AM;8;0b002eee;002eee;12014;146;18,25;18,25"
02/10/17;"17:12:56.687063-03;2017-10-02 17:12;17:12;12:22:00";"AM;22;0b002e5c;002e5c;11868;266;12,09090909;12,09090909"
02/10/17;"16:50:22.050966-03;2017-10-02 16:50;16:50;12:15:00";"AM;15;0b002d52;002d52;11602;4;0,266666667;0,266666667"
02/10/17;"16:35:30.922543-03;2017-10-02 16:35;16:35;12:07:00";"AM;7;0b002d4e;002d4e;11598;4;0,571428571;0,571428571"
02/10/17;"16:28:02.73163-03;2017-10-02 16:28;16:28;12:08:00";"AM;8;0b002d4a;002d4a;11594;3;0,375;0,375"
02/10/17;"16:20:26.195522-03;2017-10-02 16:20;16:20;12:08:00";"AM;8;0b002d47;002d47;11591;3;0,375;0,375"
02/10/17;"16:12:57.988506-03;2017-10-02 16:12;16:12;12:07:00";"AM;7;0b002d44;002d44;11588;3;0,428571429;0,428571429"
02/10/17;"16:05:34.665459-03;2017-10-02 16:05;16:05;12:07:00";"AM;7;0b002d41;002d41;11585;3;0,428571429;0,428571429"
02/10/17;"15:58:28.228202-03;2017-10-02 15:58;15:58;12:15:00";"AM;15;0b002d3e;002d3e;11582;8;0,533333333;0,533333333"
02/10/17;"15:43:23.307701-03;2017-10-02 15:43;15:43;12:08:00";"AM;8;0b002d36;002d36;11574;5;0,625;0,625"
02/10/17;"15:35:38.312209-03;2017-10-02 15:35;15:35;12:30:00";"AM;30;0b002d31;002d31;11569;24;0,8;0,8"
02/10/17;"15:05:55.42548-03;2017-10-02 15:05;15:05;12:07:00";"AM;7;0b002d19;002d19;11545;7;1;1"
02/10/17;"14:58:23.475706-03;2017-10-02 14:58;14:58;12:07:00";"AM;7;0b002d12;002d12;11538;7;1;1"
02/10/17;"14:51:13.085549-03;2017-10-02 14:51;14:51;12:08:00";"AM;8;0b002d0b;002d0b;11531;8;1;1"
02/10/17;"14:43:27.955147-03;2017-10-02 14:43;14:43;12:07:00";"AM;7;0b002d03;002d03;11523;7;1;1"
02/10/17;"14:36:09.015287-03;2017-10-02 14:36;14:36;12:08:00";"AM;8;0b002cfc;002cfc;11516;8;1;1"
02/10/17;"14:28:41.274802-03;2017-10-02 14:28;14:28;12:07:00";"AM;7;0b002cf4;002cf4;11508;11;1,571428571;1,571428571"
02/10/17;"14:21:09.284046-03;2017-10-02 14:21;14:21;12:08:00";"AM;8;0b002ce9;002ce9;11497;11;1,375;1,375"
02/10/17;"14:13:50.184609-03;2017-10-02 14:13;14:13;12:07:00";"AM;7;0b002cde;002cde;11486;10;1,428571429;1,428571429"
02/10/17;"14:06:13.765563-03;2017-10-02 14:06;14:06;12:15:00";"AM;15;0b002cd4;002cd4;11476;19;1,266666667;1,266666667"
02/10/17;"13:51:22.451373-03;2017-10-02 13:51;13:51;12:15:00";"AM;15;0b002cc1;002cc1;11457;24;1,6;1,6"
02/10/17;"13:36:22.202401-03;2017-10-02 13:36;13:36;12:08:00";"AM;8;0b002ca9;002ca9;11433;12;1,5;1,5"
02/10/17;"13:28:58.750163-03;2017-10-02 13:28;13:28;12:07:00";"AM;7;0b002c9d;002c9d;11421;15;2,142857143;2,142857143"
02/10/17;"13:21:22.236654-03;2017-10-02 13:21;13:21;12:08:00";"AM;8;0b002c8e;002c8e;11406;23;2,875;2,875"
02/10/17;"13:13:58.662836-03;2017-10-02 13:13;13:13;12:07:00";"AM;7;0b002c77;002c77;11383;25;3,571428571;3,571428571"
02/10/17;"13:06:34.825487-03;2017-10-02 13:06;13:06;12:07:00";"AM;7;0b002c5e;002c5e;11358;29;4,142857143;4,142857143"
02/10/17;"12:59:15.076093-03;2017-10-02 12:59;12:59;12:08:00";"AM;8;0b002c41;002c41;11329;35;4,375;4,375"
02/10/17;"12:51:33.441796-03;2017-10-02 12:51;12:51;12:07:00";"AM;7;0b002c1e;002c1e;11294;40;5,714285714;5,714285714"
02/10/17;"12:44:04.744698-03;2017-10-02 12:44;12:44;12:08:00";"AM;8;0b002bf6;002bf6;11254;49;6,125;6,125"
02/10/17;"12:36:27.185797-03;2017-10-02 12:36;12:36;12:15:00";"AM;15;0b002bc5;002bc5;11205;139;9,266666667;9,266666667"
02/10/17;"12:21:36.338879-03;2017-10-02 12:21;12:21;12:07:00";"AM;7;0b002b3a;002b3a;11066;103;14,71428571;14,71428571"
02/10/17;"12:14:18.733149-03;2017-10-02 12:14;12:14;12:08:00";"AM;8;0b002ad3;002ad3;10963;111;13,875;13,875"
02/10/17;"12:06:39.066071-03;2017-10-02 12:06;12:06;12:08:00";"AM;8;0b002a64;002a64;10852;119;14,875;14,875"
02/10/17;"11:58:59.353039-03;2017-10-02 11:58;11:58;12:07:00";"AM;7;0b0029ed;0029ed;10733;131;18,71428571;18,71428571"
02/10/17;"11:51:36.948963-03;2017-10-02 11:51;11:51;12:07:00";"AM;7;0b00296a;00296a;10602;134;19,14285714;19,14285714"
02/10/17;"11:44:01.352081-03;2017-10-02 11:44;11:44;12:08:00";"AM;8;0b0028e4;0028e4;10468;142;17,75;17,75"
02/10/17;"11:36:30.04956-03;2017-10-02 11:36;11:36;12:07:00";"AM;7;0b002856;002856;10326;149;21,28571429;21,28571429"
02/10/17;"11:29:07.381185-03;2017-10-02 11:29;11:29;12:08:00";"AM;8;0b0027c1;0027c1;10177;146;18,25;18,25"
02/10/17;"11:21:18.589952-03;2017-10-02 11:21;11:21;12:07:00";"AM;7;0b00272f;00272f;10031;135;19,28571429;19,28571429"
02/10/17;"11:14:09.155877-03;2017-10-02 11:14;11:14;12:00:00";"AM;0;0b0026a8;0026a8;9896;0;19,2857143;19,2857143"
02/10/17;"11:14:00.378166-03;2017-10-02 11:14;11:14;12:08:00";"AM;8;0b0026a8;0026a8;9896;100;12,5;12,5"
02/10/17;"11:06:25.469428-03;2017-10-02 11:06;11:06;12:08:00";"AM;8;0b002644;002644;9796;38;4,75;4,75"
02/10/17;"10:58:52.499587-03;2017-10-02 10:58;10:58;12:07:00";"AM;7;0b00261e;00261e;9758;1;0,142857143;0,142857143"
02/10/17;"10:51:36.047907-03;2017-10-02 10:51;10:51;12:08:00";"AM;8;0b00261d;00261d;9757;0;0;0"
02/10/17;"10:43:39.013425-03;2017-10-02 10:43;10:43;12:07:00";"AM;7;0b00261d;00261d;9757;0;0;0"
02/10/17;"10:36:12.734851-03;2017-10-02 10:36;10:36;12:08:00";"AM;8;0b00261d;00261d;9757;0;0;0"
02/10/17;"10:28:37.673946-03;2017-10-02 10:28;10:28;12:08:00";"AM;8;0b00261d;00261d;9757;0;0;0"
02/10/17;"10:20:53.786502-03;2017-10-02 10:20;10:20;12:14:00";"AM;14;0b00261d;00261d;9757;0;0;0"
02/10/17;"10:06:05.689553-03;2017-10-02 10:06;10:06;12:01:00";"AM;1;0b00261d;00261d;9757;0;0;0"
02/10/17;"10:05:52.533423-03;2017-10-02 10:05;10:05;12:07:00";"AM;7;0b00261d;00261d;9757;0;0;0"
02/10/17;"09:58:35.074671-03;2017-10-02 09:58;09:58;12:23:00";"AM;23;0b00261d;00261d;9757;0;0;0"
02/10/17;"09:35:28.047304-03;2017-10-02 09:35;09:35;12:15:00";"AM;15;0b00261d;00261d;9757;0;0;0"
02/10/17;"09:20:31.185231-03;2017-10-02 09:20;09:20;12:08:00";"AM;8;0b00261d;00261d;9757;0;0;0"
02/10/17;"09:12:47.363058-03;2017-10-02 09:12;09:12;12:07:00";"AM;7;0b00261d;00261d;9757;0;0;0"
02/10/17;"09:05:07.909789-03;2017-10-02 09:05;09:05;12:08:00";"AM;8;0b00261d;00261d;9757;0;0;0"
02/10/17;"08:57:41.630427-03;2017-10-02 08:57;08:57;12:08:00";"AM;8;0b00261d;00261d;9757;0;0;0"
02/10/17;"08:49:57.942741-03;2017-10-02 08:49;08:49;12:07:00";"AM;7;0b00261d;00261d;9757;0;0;0"
02/10/17;"08:42:31.759413-03;2017-10-02 08:42;08:42;12:00:00";"AM;0;0b00261d;00261d;9757;0;0;0"
02/10/17;"08:42:18.592655-03;2017-10-02 08:42;08:42;12:08:00";"AM;8;0b00261d;00261d;9757;0;0;0"
02/10/17;"08:34:56.709494-03;2017-10-02 08:34;08:34;12:07:00";"AM;7;0b00261d;00261d;9757;0;0;0"
02/10/17;"08:27:17.288011-03;2017-10-02 08:27;08:27;12:08:00";"AM;8;0b00261d;00261d;9757;0;0;0"
02/10/17;"08:19:37.829998-03;2017-10-02 08:19;08:19;12:07:00";"AM;7;0b00261d;00261d;9757;0;0;0"
02/10/17;"08:12:11.582724-03;2017-10-02 08:12;08:12;12:08:00";"AM;8;0b00261d;00261d;9757;0;0;0"
02/10/17;"08:04:27.728493-03;2017-10-02 08:04;08:04;12:00:00";"AM;0;0b00261d;00261d;9757;0;0;0"
02/10/17;"08:04:23.336456-03;2017-10-02 08:04;08:04;12:08:00";"AM;8;0b00261d;00261d;9757;0;0;0"
02/10/17;"07:56:57.08508-03;2017-10-02 07:56;07:56;12:07:00";"AM;7;0b00261d;00261d;9757;0;0;0"
02/10/17;"07:49:21.972587-03;2017-10-02 07:49;07:49;12:07:00";"AM;7;0b00261d;00261d;9757;0;0;0"
02/10/17;"07:42:04.479267-03;2017-10-02 07:42;07:42;12:08:00";"AM;8;0b00261d;00261d;9757;0;0;0"
02/10/17;"07:34:25.06217-03;2017-10-02 07:34;07:34;12:08:00";"AM;8;0b00261d;00261d;9757;0;0;0"
02/10/17;"07:26:32.44184-03;2017-10-02 07:26;07:26;12:08:00";"AM;8;0b00261d;00261d;9757;0;0;0"
02/10/17;"07:18:57.430662-03;2017-10-02 07:18;07:18;12:22:00";"AM;22;0b00261d;00261d;9757;0;0;0"
02/10/17;"06:56:34.277584-03;2017-10-02 06:56;06:56;12:08:00";"AM;8;0b00261d;00261d;9757;0;0;0"
02/10/17;"06:48:54.880489-03;2017-10-02 06:48;06:48;12:08:00";"AM;8;0b00261d;00261d;9757;0;0;0"
02/10/17;"06:40:57.851503-03;2017-10-02 06:40;06:40;12:07:00";"AM;7;0b00261d;00261d;9757;0;0;0"
02/10/17;"06:33:31.580695-03;2017-10-02 06:33;06:33;12:08:00";"AM;8;0b00261d;00261d;9757;0;0;0"
02/10/17;"06:25:56.485575-03;2017-10-02 06:25;06:25;12:07:00";"AM;7;0b00261d;00261d;9757;0;0;0"
02/10/17;"06:18:17.053087-03;2017-10-02 06:18;06:18;12:08:00";"AM;8;0b00261d;00261d;9757;0;0;0"
02/10/17;"06:10:37.537987-03;2017-10-02 06:10;06:10;12:07:00";"AM;7;0b00261d;00261d;9757;0;0;0"
02/10/17;"06:03:06.82815-03;2017-10-02 06:03;06:03;12:08:00";"AM;8;0b00261d;00261d;9757;0;0;0"
02/10/17;"05:55:36.123657-03;2017-10-02 05:55;05:55;12:23:00";"AM;23;0b00261d;00261d;9757;0;0;0"
02/10/17;"05:32:42.179414-03;2017-10-02 05:32;05:32;12:15:00";"AM;15;0b00261d;00261d;9757;0;0;0"
02/10/17;"05:17:54.088905-03;2017-10-02 05:17;05:17;12:07:00";"AM;7;0b00261d;00261d;9757;3;0,428571429;0,428571429"
02/10/17;"05:10:01.565296-03;2017-10-02 05:10;05:10;12:08:00";"AM;8;0b00261a;00261a;9754;1;0,125;0,125"
02/10/17;"05:02:23.187982-03;2017-10-02 05:02;05:02;12:15:00";"AM;15;0b002619;002619;9753;2;0,133333333;0,133333333"
02/10/17;"04:47:43.661775-03;2017-10-02 04:47;04:47;12:08:00";"AM;8;0b002617;002617;9751;1;0,125;0,125"
02/10/17;"04:39:54.783849-03;2017-10-02 04:39;04:39;12:07:00";"AM;7;0b002616;002616;9750;1;0,142857143;0,142857143"
02/10/17;"04:32:14.651189-03;2017-10-02 04:32;04:32;12:07:00";"AM;7;0b002615;002615;9749;1;0,142857143;0,142857143"
02/10/17;"04:25:00.928445-03;2017-10-02 04:25;04:25;12:01:00";"AM;1;0b002614;002614;9748;0;0;0"
02/10/17;"04:24:43.378062-03;2017-10-02 04:24;04:24;12:15:00";"AM;15;0b002614;002614;9748;6;0,4;0,4"
02/10/17;"04:09:49.473845-03;2017-10-02 04:09;04:09;12:07:00";"AM;7;0b00260e;00260e;9742;3;0,428571429;0,428571429"
02/10/17;"04:02:20.886993-03;2017-10-02 04:02;04:02;12:15:00";"AM;15;0b00260b;00260b;9739;6;0,4;0,4"
02/10/17;"03:47:41.668479-03;2017-10-02 03:47;03:47;12:00:00";"AM;0;0b002605;002605;9733;0;0,4;0,4"
02/10/17;"03:47:28.505242-03;2017-10-02 03:47;03:47;12:00:00";"AM;0;0b002605;002605;9733;0;0;0"
02/10/17;"03:47:24.122121-03;2017-10-02 03:47;03:47;12:07:00";"AM;7;0b002605;002605;9733;3;0,428571429;0,428571429"
02/10/17;"03:40:17.475743-03;2017-10-02 03:40;03:40;12:08:00";"AM;8;0b002602;002602;9730;3;0,375;0,375"
02/10/17;"03:32:40.387632-03;2017-10-02 03:32;03:32;12:07:00";"AM;7;0b0025ff;0025ff;9727;3;0,428571429;0,428571429"
02/10/17;"03:25:07.966961-03;2017-10-02 03:25;03:25;12:08:00";"AM;8;0b0025fc;0025fc;9724;3;0,375;0,375"
02/10/17;"03:17:39.853568-03;2017-10-02 03:17;03:17;12:07:00";"AM;7;0b0025f9;0025f9;9721;3;0,428571429;0,428571429"
02/10/17;"03:10:12.157555-03;2017-10-02 03:10;03:10;12:08:00";"AM;8;0b0025f6;0025f6;9718;4;0,5;0,5"
02/10/17;"03:02:44.523976-03;2017-10-02 03:02;03:02;12:07:00";"AM;7;0b0025f2;0025f2;9714;5;0,714285714;0,714285714"
02/10/17;"02:55:25.508335-03;2017-10-02 02:55;02:55;12:00:00";"AM;0;0b0025ed;0025ed;9709;0;0,71428571;0,71428571"
02/10/17;"02:55:16.731834-03;2017-10-02 02:55;02:55;12:23:00";"AM;23;0b0025ed;0025ed;9709;13;0,565217391;0,565217391"
02/10/17;"02:32:44.597104-03;2017-10-02 02:32;02:32;12:22:00";"AM;22;0b0025e0;0025e0;9696;12;0,545454545;0,545454545"
02/10/17;"02:10:16.859368-03;2017-10-02 02:10;02:10;12:15:00";"AM;15;0b0025d4;0025d4;9684;12;0,8;0,8"
02/10/17;"01:55:34.241015-03;2017-10-02 01:55;01:55;12:00:00";"AM;0;0b0025c8;0025c8;9672;0;0,8;0,8"
02/10/17;"01:55:21.08972-03;2017-10-02 01:55;01:55;12:08:00";"AM;8;0b0025c8;0025c8;9672;5;0,625;0,625"
02/10/17;"01:47:53.642308-03;2017-10-02 01:47;01:47;12:07:00";"AM;7;0b0025c3;0025c3;9667;8;1,142857143;1,142857143"
02/10/17;"01:40:39.062038-03;2017-10-02 01:40;01:40;12:07:00";"AM;7;0b0025bb;0025bb;9659;8;1,142857143;1,142857143"
02/10/17;"01:33:15.642483-03;2017-10-02 01:33;01:33;12:15:00";"AM;15;0b0025b3;0025b3;9651;13;0,866666667;0,866666667"
02/10/17;"01:18:24.061036-03;2017-10-02 01:18;01:18;12:08:00";"AM;8;0b0025a6;0025a6;9638;8;1;1"
02/10/17;"01:10:34.703652-03;2017-10-02 01:10;01:10;12:07:00";"AM;7;0b00259e;00259e;9630;7;1;1"
02/10/17;"01:03:20.113852-03;2017-10-02 01:03;01:03;12:07:00";"AM;7;0b002597;002597;9623;8;1,142857143;1,142857143"
02/10/17;"00:56:01.04136-03;2017-10-02 00:56;00:56;12:08:00";"AM;8;0b00258f;00258f;9615;8;1;1"
02/10/17;"00:48:37.354113-03;2017-10-02 00:48;00:48;12:08:00";"AM;8;0b002587;002587;9607;8;1;1"
02/10/17;"00:40:47.86085-03;2017-10-02 00:40;00:40;12:07:00";"AM;7;0b00257f;00257f;9599;9;1,285714286;1,285714286"
02/10/17;"00:33:15.998991-03;2017-10-02 00:33;00:33;12:08:00";"AM;8;0b002576;002576;9590;10;1,25;1,25"
02/10/17;"00:25:48.523033-03;2017-10-02 00:25;00:25;12:07:00";"AM;7;0b00256c;00256c;9580;11;1,571428571;1,571428571"
02/10/17;"00:18:33.794995-03;2017-10-02 00:18;00:18;12:07:00";"AM;7;0b002561;002561;9569;13;1,857142857;1,857142857"
02/10/17;"00:11:14.379497-03;2017-10-02 00:11;00:11;12:01:00";"AM;1;0b002554;002554;9556;0;0;0"
02/10/17;"00:10:56.843701-03;2017-10-02 00:10;00:10;12:07:00";"AM;7;0b002554;002554;9556;13;1,857142857;1,857142857"
02/10/17;"00:03:37.88749-03;2017-10-02 00:03;00:03;12:07:00";"AM;7;0b002547;002547;9543;15;2,142857143;2,142857143"
01/10/17;"23:56:14.231309-03;2017-10-01 23:56;23:56;12:00:00";"AM;0;0b002538;002538;9528;0;2,14285714;2,14285714"
01/10/17;"23:56:01.072408-03;2017-10-01 23:56;23:56;12:15:00";"AM;15;0b002538;002538;9528;33;2,2;2,2"
01/10/17;"23:41:04.91041-03;2017-10-01 23:41;23:41;12:08:00";"AM;8;0b002517;002517;9495;20;2,5;2,5"
01/10/17;"23:33:37.030349-03;2017-10-01 23:33;23:33;12:07:00";"AM;7;0b002503;002503;9475;23;3,285714286;3,285714286"
01/10/17;"23:26:08.93546-03;2017-10-01 23:26;23:26;12:08:00";"AM;8;0b0024ec;0024ec;9452;25;3,125;3,125"
01/10/17;"23:18:36.464991-03;2017-10-01 23:18;23:18;12:07:00";"AM;7;0b0024d3;0024d3;9427;31;4,428571429;4,428571429"
01/10/17;"23:11:12.60344-03;2017-10-01 23:11;23:11;12:08:00";"AM;8;0b0024b4;0024b4;9396;36;4,5;4,5"
01/10/17;"23:03:44.046405-03;2017-10-01 23:03;23:03;12:07:00";"AM;7;0b002490;002490;9360;42;6;6"
01/10/17;"22:56:19.75634-03;2017-10-01 22:56;22:56;12:00:00";"AM;0;0b002466;002466;9318;0;6;6"
01/10/17;"22:56:10.995375-03;2017-10-01 22:56;22:56;12:07:00";"AM;7;0b002466;002466;9318;49;7;7"
01/10/17;"22:49:03.633619-03;2017-10-01 22:49;22:49;12:08:00";"AM;8;0b002435;002435;9269;62;7,75;7,75"
01/10/17;"22:41:38.43485-03;2017-10-01 22:41;22:41;12:08:00";"AM;8;0b0023f7;0023f7;9207;76;9,5;9,5"
01/10/17;"22:33:59.751493-03;2017-10-01 22:33;22:33;12:07:00";"AM;7;0b0023ab;0023ab;9131;103;14,71428571;14,71428571"
01/10/17;"22:26:29.024807-03;2017-10-01 22:26;22:26;12:08:00";"AM;8;0b002344;002344;9028;116;14,5;14,5"
01/10/17;"22:18:58.010105-03;2017-10-01 22:18;22:18;12:07:00";"AM;7;0b0022d0;0022d0;8912;122;17,42857143;17,42857143"
01/10/17;"22:11:09.499131-03;2017-10-01 22:11;22:11;12:08:00";"AM;8;0b002256;002256;8790;135;16,875;16,875"
01/10/17;"22:03:42.737216-03;2017-10-01 22:03;22:03;12:07:00";"AM;7;0b0021cf;0021cf;8655;141;20,14285714;20,14285714"
01/10/17;"21:56:07.151381-03;2017-10-01 21:56;21:56;12:15:00";"AM;15;0b002142;002142;8514;290;19,33333333;19,33333333"
01/10/17;"21:41:08.701671-03;2017-10-01 21:41;21:41;12:08:00";"AM;8;0b002020;002020;8224;95;11,875;11,875"
01/10/17;"21:33:38.304538-03;2017-10-01 21:33;21:33;12:07:00";"AM;7;0b001fc1;001fc1;8129;21;3;3"
01/10/17;"21:26:09.562342-03;2017-10-01 21:26;21:26;12:16:00";"AM;16;0b001fac;001fac;8108;0;0;0"
01/10/17;"21:10:54.995839-03;2017-10-01 21:10;21:10;12:07:00";"AM;7;0b001fac;001fac;8108;0;0;0"
01/10/17;"21:03:28.709424-03;2017-10-01 21:03;21:03;12:08:00";"AM;8;0b001fac;001fac;8108;0;0;0"
01/10/17;"20:55:44.693022-03;2017-10-01 20:55;20:55;12:07:00";"AM;7;0b001fac;001fac;8108;0;0;0"
01/10/17;"20:48:09.527005-03;2017-10-01 20:48;20:48;12:08:00";"AM;8;0b001fac;001fac;8108;0;0;0"
01/10/17;"20:40:43.155593-03;2017-10-01 20:40;20:40;12:15:00";"AM;15;0b001fac;001fac;8108;0;0;0"
01/10/17;"20:25:46.19262-03;2017-10-01 20:25;20:25;12:07:00";"AM;7;0b001fac;001fac;8108;0;0;0"
01/10/17;"20:18:02.228887-03;2017-10-01 20:18;20:18;12:08:00";"AM;8;0b001fac;001fac;8108;0;0;0"
01/10/17;"20:10:22.737822-03;2017-10-01 20:10;20:10;12:08:00";"AM;8;0b001fac;001fac;8108;0;0;0"
01/10/17;"20:02:38.763269-03;2017-10-01 20:02;20:02;12:07:00";"AM;7;0b001fac;001fac;8108;0;0;0"
01/10/17;"19:55:12.414683-03;2017-10-01 19:55;19:55;12:08:00";"AM;8;0b001fac;001fac;8108;0;0;0"
01/10/17;"19:47:32.880142-03;2017-10-01 19:47;19:47;12:08:00";"AM;8;0b001fac;001fac;8108;0;0;0"
01/10/17;"19:39:57.717343-03;2017-10-01 19:39;19:39;12:07:00";"AM;7;0b001fac;001fac;8108;0;0;0"
01/10/17;"19:32:18.142086-03;2017-10-01 19:32;19:32;12:15:00";"AM;15;0b001fac;001fac;8108;0;0;0"
01/10/17;"19:17:07.82872-03;2017-10-01 19:17;19:17;12:08:00";"AM;8;0b001fac;001fac;8108;0;0;0"
01/10/17;"19:09:41.465474-03;2017-10-01 19:09;19:09;12:07:00";"AM;7;0b001fac;001fac;8108;0;0;0"
01/10/17;"19:02:01.907454-03;2017-10-01 19:02;19:02;12:08:00";"AM;8;0b001fac;001fac;8108;0;0;0"
01/10/17;"18:54:31.156548-03;2017-10-01 18:54;18:54;12:08:00";"AM;8;0b001fac;001fac;8108;0;0;0"
01/10/17;"18:46:51.616761-03;2017-10-01 18:46;18:46;12:07:00";"AM;7;0b001fac;001fac;8108;0;0;0"
01/10/17;"18:39:20.86742-03;2017-10-01 18:39;18:39;12:08:00";"AM;8;0b001fac;001fac;8108;0;0;0"
01/10/17;"18:31:54.500542-03;2017-10-01 18:31;18:31;12:22:00";"AM;22;0b001fac;001fac;8108;0;0;0"
01/10/17;"18:09:09.189591-03;2017-10-01 18:09;18:09;12:01:00";"AM;1;0b001fac;001fac;8108;0;0;0"
01/10/17;"18:08:56.034483-03;2017-10-01 18:08;18:08;12:07:00";"AM;7;0b001fac;001fac;8108;0;0;0"
01/10/17;"18:01:25.319082-03;2017-10-01 18:01;18:01;12:08:00";"AM;8;0b001fac;001fac;8108;0;0;0"
01/10/17;"17:53:41.305085-03;2017-10-01 17:53;17:53;12:07:00";"AM;7;0b001fac;001fac;8108;0;0;0"
01/10/17;"17:46:06.138069-03;2017-10-01 17:46;17:46;12:08:00";"AM;8;0b001fac;001fac;8108;0;0;0"
01/10/17;"17:38:57.371184-03;2017-10-01 17:38;17:38;12:08:00";"AM;8;0b001fac;001fac;8108;0;0;0"
01/10/17;"17:30:55.955746-03;2017-10-01 17:30;17:30;12:07:00";"AM;7;0b001fac;001fac;8108;0;0;0"
01/10/17;"17:23:33.92779-03;2017-10-01 17:23;17:23;12:08:00";"AM;8;0b001fac;001fac;8108;0;0;0"
01/10/17;"17:15:49.985573-03;2017-10-01 17:15;17:15;12:07:00";"AM;7;0b001fac;001fac;8108;0;0;0"
01/10/17;"17:08:28.034057-03;2017-10-01 17:08;17:08;12:15:00";"AM;15;0b001fac;001fac;8108;0;0;0"
01/10/17;"16:53:04.619388-03;2017-10-01 16:53;16:53;12:08:00";"AM;8;0b001fac;001fac;8108;0;0;0"
01/10/17;"16:45:29.522482-03;2017-10-01 16:45;16:45;12:07:00";"AM;7;0b001fac;001fac;8108;0;0;0"
01/10/17;"16:38:03.131905-03;2017-10-01 16:38;16:38;12:08:00";"AM;8;0b001fac;001fac;8108;0;0;0"
01/10/17;"16:30:14.813944-03;2017-10-01 16:30;16:30;12:08:00";"AM;8;0b001fac;001fac;8108;0;0;0"
01/10/17;"16:22:39.624303-03;2017-10-01 16:22;16:22;12:07:00";"AM;7;0b001fac;001fac;8108;0;0;0"
01/10/17;"16:15:08.884471-03;2017-10-01 16:15;16:15;12:08:00";"AM;8;0b001fac;001fac;8108;0;0;0"
01/10/17;"16:07:33.737996-03;2017-10-01 16:07;16:07;12:08:00";"AM;8;0b001fac;001fac;8108;0;0;0"
01/10/17;"15:59:58.603029-03;2017-10-01 15:59;15:59;12:14:00";"AM;14;0b001fac;001fac;8108;0;0;0"
01/10/17;"15:45:01.663469-03;2017-10-01 15:45;15:45;12:08:00";"AM;8;0b001fac;001fac;8108;0;0;0"
